2000.420479	43.37	21	23	4396.3236	9296516	ElecStateLabel=X;v=3;J=10	ElecStateLabel=X;v=2;J=11	28	5	3	4	1078
2000.88806	28.52	33	35	2646.905	9296517	ElecStateLabel=X;v=2;J=16	ElecStateLabel=X;v=1;J=17	28	5	3	4	1078
2004.280378	14.26	43	45	925.0557	9296530	ElecStateLabel=X;v=1;J=21	ElecStateLabel=X;v=0;J=22	28	5	3	4	1078
2004.335289	43.85	19	21	4356.7872	9296531	ElecStateLabel=X;v=3;J=9	ElecStateLabel=X;v=2;J=10	28	5	3	4	1078
2005.019803	28.75	31	33	2585.3137	9296533	ElecStateLabel=X;v=2;J=15	ElecStateLabel=X;v=1;J=16	28	5	3	4	1078
2008.218904	44.35	17	19	4320.8404	9296543	ElecStateLabel=X;v=3;J=8	ElecStateLabel=X;v=2;J=9	28	5	3	4	1078
2008.594687	14.37	41	43	844.7288	9296547	ElecStateLabel=X;v=1;J=20	ElecStateLabel=X;v=0;J=21	28	5	3	4	1078
2009.121149	28.99	29	31	2527.3337	9296549	ElecStateLabel=X;v=2;J=14	ElecStateLabel=X;v=1;J=15	28	5	3	4	1078
2012.071192	44.94	15	17	4288.4845	9296558	ElecStateLabel=X;v=3;J=7	ElecStateLabel=X;v=2;J=8	28	5	3	4	1078
2012.879261	14.47	39	41	768.0331	9296564	ElecStateLabel=X;v=1;J=19	ElecStateLabel=X;v=0;J=20	28	5	3	4	1078
2013.191963	29.23	27	29	2472.9672	9296565	ElecStateLabel=X;v=2;J=13	ElecStateLabel=X;v=1;J=14	28	5	3	4	1078
2015.892021	45.63	13	15	4259.7206	9296573	ElecStateLabel=X;v=3;J=6	ElecStateLabel=X;v=2;J=7	28	5	3	4	1078
2017.133966	14.58	37	39	694.9714	9296578	ElecStateLabel=X;v=1;J=18	ElecStateLabel=X;v=0;J=19	28	5	3	4	1078
2017.232113	29.5	25	27	2422.216	9296580	ElecStateLabel=X;v=2;J=12	ElecStateLabel=X;v=1;J=13	28	5	3	4	1078
2019.681257	46.48	11	13	4234.5499	9296589	ElecStateLabel=X;v=3;J=5	ElecStateLabel=X;v=2;J=6	28	5	3	4	1078
2021.241466	29.77	23	25	2375.0822	9296593	ElecStateLabel=X;v=2;J=11	ElecStateLabel=X;v=1;J=12	28	5	3	4	1078
2021.35867	14.7	35	37	625.5463	9296594	ElecStateLabel=X;v=1;J=17	ElecStateLabel=X;v=0;J=18	28	5	3	4	1078
2023.438766	47.61	9	11	4212.9733	9296604	ElecStateLabel=X;v=3;J=4	ElecStateLabel=X;v=2;J=5	28	5	3	4	1078
2025.21989	30.07	21	23	2331.5674	9296609	ElecStateLabel=X;v=2;J=10	ElecStateLabel=X;v=1;J=11	28	5	3	4	1078
2025.553241	14.81	33	35	559.7605	9296610	ElecStateLabel=X;v=1;J=16	ElecStateLabel=X;v=0;J=17	28	5	3	4	1078
2027.164416	49.24	7	9	4194.9915	9296619	ElecStateLabel=X;v=3;J=3	ElecStateLabel=X;v=2;J=4	28	5	3	4	1078
2029.16725	30.38	19	21	2291.6732	9296623	ElecStateLabel=X;v=2;J=9	ElecStateLabel=X;v=1;J=10	28	5	3	4	1078
2029.717545	14.93	31	33	497.6162	9296628	ElecStateLabel=X;v=1;J=15	ElecStateLabel=X;v=0;J=16	28	5	3	4	1078
2030.858074	51.99	5	7	4180.6053	9296633	ElecStateLabel=X;v=3;J=2	ElecStateLabel=X;v=2;J=3	28	5	3	4	1078
2033.083415	30.74	17	19	2255.401	9296640	ElecStateLabel=X;v=2;J=8	ElecStateLabel=X;v=1;J=9	28	5	3	4	1078
2033.851449	15.05	29	31	439.1157	9296644	ElecStateLabel=X;v=1;J=14	ElecStateLabel=X;v=0;J=15	28	5	3	4	1078
2034.519606	58.08	3	5	4169.8152	9296648	ElecStateLabel=X;v=3;J=1	ElecStateLabel=X;v=2;J=2	28	5	3	4	1078
2036.968251	31.14	15	17	2222.7523	9296657	ElecStateLabel=X;v=2;J=7	ElecStateLabel=X;v=1;J=8	28	5	3	4	1078
2037.954822	15.18	27	29	384.2612	9296660	ElecStateLabel=X;v=1;J=13	ElecStateLabel=X;v=0;J=14	28	5	3	4	1078
2038.14888	87.6	1	3	4162.6216	9296661	ElecStateLabel=X;v=3;J=0	ElecStateLabel=X;v=2;J=1	28	5	3	4	1078
2040.821624	31.62	13	15	2193.7283	9296673	ElecStateLabel=X;v=2;J=6	ElecStateLabel=X;v=1;J=7	28	5	3	4	1078
2042.027528	15.32	25	27	333.0546	9296677	ElecStateLabel=X;v=1;J=12	ElecStateLabel=X;v=0;J=13	28	5	3	4	1078
2044.643402	32.22	11	13	2168.3299	9296686	ElecStateLabel=X;v=2;J=5	ElecStateLabel=X;v=1;J=6	28	5	3	4	1078
2045.310117	29.52	3	1	4159.0247	9296687	ElecStateLabel=X;v=3;J=1	ElecStateLabel=X;v=2;J=0	28	5	3	4	1078
2046.069436	15.46	23	25	285.4979	9296690	ElecStateLabel=X;v=1;J=11	ElecStateLabel=X;v=0;J=12	28	5	3	4	1078
2048.433452	33.0	9	11	2146.5581	9296701	ElecStateLabel=X;v=2;J=4	ElecStateLabel=X;v=1;J=5	28	5	3	4	1078
2048.841815	35.6	5	3	4162.6216	9296702	ElecStateLabel=X;v=3;J=2	ElecStateLabel=X;v=2;J=1	28	5	3	4	1078
